Category,Description
1,or purchasing technician Pharmacy Technicians Hospitals
1,"re supply driver tractor trail Heavy and Tractor-Trailer Truck Drivers Merchant Wholesalers, Nondurable Goods "
2,regional manager fms asr Sales manager Administrative and Support Services
1,"yard driver cooler Industrial Truck and Tractor Operators Merchant Wholesalers, Nondurable Goods "
1,"operations architect Architects, Except Landscape and Naval Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,"media planner Media and Communication Workers, All Other Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,care nurse iv Registered Nurse Hospitals
1,"director Chief Executives Professional, Scientific, and Technical Services"
1,physician assistant nurse praction Physician Assistants Hospitals
1,registered nurse Registered Nurse Administration of Human Resource Programs 
1,manufacturing engineering manager Architectural and Engineering manager Furniture and Related Product Manufacturing
1,senior vice president Chief Executives Administrative and Support Services
1,senior director Chief Executives Administrative and Support Services
1,pharmacy technician Pharmacy Technicians Administration of Human Resource Programs 
1,"technical architect Marine Architects Professional, Scientific, and Technical Services"
1,"plant services attnd Maintenance and Repair Workers, General Beverage and Tobacco Product Manufacturing"
1,"branch manager General and Operations manager Merchant Wholesalers, Nondurable Goods "
2,sales manager ii direct sales Sales manager Broadcasting (except Internet)
1,occupational therapist Occupational Therapists Ambulatory Health Care Services
1,service estimator Cost Estimators Broadcasting (except Internet)
1,"assist negotiator local act Business Operations Specialists, All Other Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,registered nurse special program Registered Nurse Hospitals
1,registered nurse Registered Nurse Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,respiratory therapist certified respiratory therapist Respiratory Therapists Administrative and Support Services
1,registered nurse resource management Registered Nurse Ambulatory Health Care Services
1,registered nurse surgery Registered Nurse Administration of Human Resource Programs 
1,"order assembly pick load coolr Stock Clerks- Stockroom, Warehouse, or Storage Yard Merchant Wholesalers, Nondurable Goods "
1,"junior negotiator Business Operations Specialists, All Other Professional, Scientific, and Technical Services"
1,manager general sales iii General and Operations manager Broadcasting (except Internet)
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
3,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,"fleet maintenance mechanical ii First-Line Supervisors of Mechanics, Installers, and Repairers Merchant Wholesalers, Nondurable Goods "
1,licensed practical nurse Licensed Practical and Licensed Vocational Nurse Administration of Human Resource Programs 
1,"forklift operator cooler Industrial Truck and Tractor Operators Merchant Wholesalers, Nondurable Goods "
1,"forklift operator cooler Industrial Truck and Tractor Operators Merchant Wholesalers, Nondurable Goods "
1,"production manager Industrial Production manager Professional, Scientific, and Technical Services"
1,"yard driver cooler Industrial Truck and Tractor Operators Merchant Wholesalers, Nondurable Goods "
2,"inside sales representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Merchant Wholesalers, Nondurable Goods "
3,category manager Marketing manager Furniture and Related Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"blending operator Mixing and Blending Machine Setters, Operators, and Tenders Merchant Wholesalers, Nondurable Goods "
1,cardiovascular techno Cardiovascular Technologists and Technicians Ambulatory Health Care Services
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
3,account manager trade marketing Marketing manager Beverage and Tobacco Product Manufacturing
1,change control analyst Quality Control Analysts Broadcasting (except Internet)
1,"machine operator ww Packaging and Filling Machine Operators and Tenders Merchant Wholesalers, Nondurable Goods "
2,territory manager ii Sales manager Beverage and Tobacco Product Manufacturing
1,"hp trainer Training and Development Specialists Professional, Scientific, and Technical Services"
1,"drive facilitator Light Truck or Delivery Services Drivers Professional, Scientific, and Technical Services"
1,physical theray assistant Physical Therapist Assistants Hospitals
1,licensed practical nurse Licensed Practical and Licensed Vocational Nurse Administration of Human Resource Programs 
1,senior manager safety General and Operations manager Broadcasting (except Internet)
1,operating room technician cert licensed practical nurse Licensed Practical and Licensed Vocational Nurse Administration of Human Resource Programs 
1,"distance warehouse supervisor First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators Merchant Wholesalers, Nondurable Goods "
1,team leader First-Line Supervisors of Office and Administrative Support Workers Furniture and Related Product Manufacturing
1,staff registered nurse prn Registered Nurse Administration of Human Resource Programs 
2,"route sales relief person sml Driver/Sales Workers Merchant Wholesalers, Nondurable Goods "
1,representative ii internet phone repair Computer User Support Specialists Broadcasting (except Internet)
1,"warehouse supervisor First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators Merchant Wholesalers, Nondurable Goods "
1,registered nurse surgery Registered Nurse Hospitals
1,magnetic resonance imaging technical Magnetic Resonance Imaging Technologists Administration of Human Resource Programs 
1,ct technician Radiologic Technicians Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,director Chief Executives Administrative and Support Services
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
3,senior partner Marketing manager Administrative and Support Services
1,"analyst Management Analysts Professional, Scientific, and Technical Services"
1,nurse case manager Registered Nurse Administration of Human Resource Programs 
3,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"computer numerical control bender Computer-Controlled Machine Tool Operators, Metal and Plastic Furniture and Related Product Manufacturing"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"sprayer color Coating, Painting, and Spraying Machine Setters, Operators, and Tenders Furniture and Related Product Manufacturing"
1,"quality assurance inspector Inspectors, Testers, Sorters, Samplers, and Weighers Broadcasting (except Internet)"
